scenario,algorithm,avg_throughput_mbps,avg_bitrate_selected_mbps,jitter_mbps,rebuffering_ratio,total_stalls,fairness_index,per_stream_avg_throughput_mbps
schedules/abr_doomscroll-2.json:short,cubic,1.991237486837701,1.90625,2.449483574054844,0.04604149779390575,3.418710708618164,0.3139321556342381,"{""0"": 24.825739538351986, ""1"": 3.0350406835237793, ""2"": 84053852.16, ""3"": 1.4737191350800725, ""4"": 1.580016169305345, ""5"": 50583306.24}"
schedules/abr_doomscroll-2.json:short,bbr,1.9922962467027165,1.90625,2.6010053853102475,0.051317051023466634,3.808410406112671,0.23094649855935642,"{""1"": 2.3117142241969098, ""0"": 32.037504181972416, ""2"": 84053852.16, ""3"": 1.371978530109119, ""4"": 1.4790131784722818, ""5"": 16861102.08}"
schedules/abr_rapid-1.json:short,cubic,2.1874689145392767,1.0,0.0,0.9582429689098836,4.612773418426514,1.0,"{""32"": 22083010.56}"
schedules/abr_rapid-1.json:short,bbr,2.1865951631345957,1.0,0.0,0.9582598461591474,4.6146979331970215,1.0,"{""32"": 22083010.56}"
