matrix,alg,bw_mbps,rtt_ms,loss_pct,loss_corr,buffer_pkts,bdp_multiplier,video_throughput_mbps,video_jitter_mbps,video_rebuf_ratio,web_avg_ttfb_s,web_plt_s,large_throughput_mbps,large_fct_s
Bandwidth,bbr,10,50,0,0,4166,10.0,62.61112923463282,9.810305335275498,0.0,0.1017192,1.01847,0.012672709671741618,0.102267
Bandwidth,bbr,100,50,0,0,4166,10.0,62.531803384257294,9.80864513848237,0.0,0.1026553,1.027843,0.012665031418268526,0.102329
Bandwidth,bbr,1000,50,0,0,4166,10.0,62.59964119888989,9.821531115883776,0.0,0.1018549,1.019589,0.012705010440459968,0.102007
BufferSize_0.1xBDP,cubic,100,50,0,0,41,0.1,62.31165823263391,9.762520844996162,0.0,0.1016243,1.017425,0.01270513499205929,0.102006
BufferSize_0.5xBDP,cubic,100,50,0,0,208,0.5,62.697943830416094,9.847994759910078,0.0,0.1015702,1.0167519999999999,0.012720473484290805,0.101883
BufferSize_1.0xBDP,cubic,100,50,0,0,416,1.0,62.550558962441194,9.80015349028996,0.0,0.1017628,1.018845,0.012737601478190788,0.101746
BufferSize_2.0xBDP,cubic,100,50,0,0,833,2.0,62.70862128939921,9.831534542284068,0.0,0.1015108,1.016244,0.012699532586647853,0.102051
BufferSize_5.0xBDP,cubic,100,50,0,0,2083,5.0,62.56976604941954,9.805776774606482,0.0,0.1025524,1.026529,0.012777410799672678,0.101429
BufferSize_10.0xBDP,cubic,100,50,0,0,4166,10.0,62.53921461085652,9.799265422192128,0.0,0.101618,1.017339,0.012741483556997493,0.101715
BufferSize_0.1xBDP,bbr,100,50,0,0,41,0.1,62.69200256811121,9.825651904918152,0.0,0.1017175,1.0184760000000002,0.012731970409957659,0.101791
BufferSize_0.5xBDP,bbr,100,50,0,0,208,0.5,62.52424860049689,9.812109483732293,0.0,0.1017198,1.018342,0.012747123045146061,0.10167
BufferSize_1.0xBDP,bbr,100,50,0,0,416,1.0,62.67160273587262,9.82097496188101,0.0,0.1014864,1.015854,0.01272621935053075,0.101837
BufferSize_2.0xBDP,bbr,100,50,0,0,833,2.0,62.51881987659936,9.804070253023982,0.0,0.1018116,1.019316,0.012750258251758571,0.101645
BufferSize_5.0xBDP,bbr,100,50,0,0,2083,5.0,62.720841707399174,9.83394179488499,0.0,0.10150630000000001,1.016014,0.012771366910728539,0.101477
BufferSize_10.0xBDP,bbr,100,50,0,0,4166,10.0,62.691760951417585,9.829459016826632,0.0,0.1018747,1.020041,0.012739855300408933,0.101728
