time_sec,throughput_mbps
2.494539737701416,4.316158311940256
3.8909082412719727,6.431553196876101
4.959178924560547,8.752891160296338
12.124431133270264,0.4761466025644664
16.153754472732544,5.447613797706576
17.04035449028015,3.8499311193923202
17.510464906692505,1.3820579136730473
29.23637628555298,8.865527447566176
43.902913331985474,7.504023736182107
44.303414821624756,6.36757473753898
45.42376160621643,2.9457240488096392
46.27157759666443,5.851241181716843
59.21733808517456,0.47500181198811336
60.01232886314392,3.8681422458314887
61.8854398727417,2.2156079735394747
62.06661629676819,4.030986862614969
